route,date,daytype,rides,day,WD_WE_LW
4,09/25/2014,W,23757,Thursday,WD
3,09/26/2014,W,20878,Friday,WD
4,09/26/2014,W,24004,Friday,WD
3,09/27/2014,A,13834,Saturday,WE
4,09/27/2014,A,15509,Saturday,WE
3,09/28/2014,U,9980,Sunday,WE
4,09/28/2014,U,11530,Sunday,WE
3,09/29/2014,W,20877,Monday,WD
4,09/29/2014,W,22129,Monday,WD
3,09/30/2014,W,20542,Tuesday,WD
4,09/30/2014,W,21767,Tuesday,WD
3,10/01/2014,W,22676,Wednesday,WD
4,10/01/2014,W,25004,Wednesday,WD
3,10/02/2014,W,20880,Thursday,WD
4,10/02/2014,W,22417,Thursday,WD
3,10/03/2014,W,19205,Friday,WD
4,10/03/2014,W,24380,Friday,WD
3,10/04/2014,A,14257,Saturday,WE
4,10/04/2014,A,15831,Saturday,WE
3,10/05/2014,U,10180,Sunday,WE
4,10/05/2014,U,11583,Sunday,WE
3,10/06/2014,W,20208,Monday,WD
4,10/06/2014,W,23028,Monday,WD
3,10/07/2014,W,20560,Tuesday,WD
4,10/07/2014,W,22808,Tuesday,WD
3,10/08/2014,W,21286,Wednesday,WD
4,10/08/2014,W,22929,Wednesday,WD
3,10/09/2014,W,21409,Thursday,WD
4,10/09/2014,W,23438,Thursday,WD
3,10/10/2014,W,23320,Friday,WD
4,10/10/2014,W,22490,Friday,WD
3,10/11/2014,A,14851,Saturday,LW
4,10/11/2014,A,14530,Saturday,LW
3,10/12/2014,U,8988,Sunday,LW
4,10/12/2014,U,8878,Sunday,LW
3,10/13/2014,W,16271,Monday,LW
4,10/13/2014,W,17869,Monday,LW
3,10/14/2014,W,19260,Tuesday,WD
4,10/14/2014,W,22180,Tuesday,WD
3,10/15/2014,W,21015,Wednesday,WD
4,10/15/2014,W,22399,Wednesday,WD
3,10/16/2014,W,20996,Thursday,WD
4,10/16/2014,W,22963,Thursday,WD
3,10/17/2014,W,20606,Friday,WD
4,10/17/2014,W,23410,Friday,WD
3,10/18/2014,A,13452,Saturday,WE
4,10/18/2014,A,14010,Saturday,WE
3,10/19/2014,U,9898,Sunday,WE
4,10/19/2014,U,10390,Sunday,WE
3,10/20/2014,W,20424,Monday,WD
4,10/20/2014,W,22485,Monday,WD
3,10/21/2014,W,21320,Tuesday,WD
4,10/21/2014,W,22992,Tuesday,WD
3,10/22/2014,W,19440,Wednesday,WD
4,10/22/2014,W,22789,Wednesday,WD
3,10/23/2014,W,20748,Thursday,WD
4,10/23/2014,W,22353,Thursday,WD
3,10/24/2014,W,20670,Friday,WD
4,10/24/2014,W,23273,Friday,WD
3,10/25/2014,A,13406,Saturday,WE
4,10/25/2014,A,15575,Saturday,WE
3,10/26/2014,U,8948,Sunday,WE
4,10/26/2014,U,10731,Sunday,WE
3,10/27/2014,W,20362,Monday,WD
4,10/27/2014,W,22325,Monday,WD
3,10/28/2014,W,21585,Tuesday,WD
4,10/28/2014,W,23306,Tuesday,WD
3,10/29/2014,W,21388,Wednesday,WD
4,10/29/2014,W,23289,Wednesday,WD
3,10/30/2014,W,20270,Thursday,WD
4,10/30/2014,W,22831,Thursday,WD
3,10/31/2014,W,18058,Friday,WD
4,10/31/2014,W,20716,Friday,WD
3,11/01/2014,A,13201,Saturday,WE
4,11/01/2014,A,13994,Saturday,WE
3,11/02/2014,U,10006,Sunday,WE
4,11/02/2014,U,12001,Sunday,WE
3,11/03/2014,W,22254,Monday,WD
4,11/03/2014,W,23772,Monday,WD
3,11/04/2014,W,21974,Tuesday,WD
4,11/04/2014,W,23602,Tuesday,WD
3,11/05/2014,W,21292,Wednesday,WD
4,11/05/2014,W,23637,Wednesday,WD
3,11/06/2014,W,21506,Thursday,WD
4,11/06/2014,W,23036,Thursday,WD
3,11/07/2014,W,19954,Friday,WD
4,11/07/2014,W,22096,Friday,WD
3,11/08/2014,A,14841,Saturday,WE
4,11/08/2014,A,14843,Saturday,WE
3,11/09/2014,U,8883,Sunday,WE
4,11/09/2014,U,10818,Sunday,WE
3,11/10/2014,W,20431,Monday,WD
4,11/10/2014,W,23266,Monday,WD
3,11/11/2014,W,15735,Tuesday,WE
4,11/11/2014,W,17434,Tuesday,WE
3,11/12/2014,W,20065,Wednesday,WD
4,11/12/2014,W,21778,Wednesday,WD
3,11/13/2014,W,18827,Thursday,WD
4,11/13/2014,W,20521,Thursday,WD
3,11/14/2014,W,19565,Friday,WD
4,11/14/2014,W,21970,Friday,WD
3,11/15/2014,A,12748,Saturday,WE
4,11/15/2014,A,13918,Saturday,WE
3,11/16/2014,U,8465,Sunday,WE
4,11/16/2014,U,9508,Sunday,WE
3,11/17/2014,W,19892,Monday,WD
4,11/17/2014,W,21137,Monday,WD
3,11/18/2014,W,19334,Tuesday,WD
4,11/18/2014,W,19289,Tuesday,WD
3,11/19/2014,W,19865,Wednesday,WD
4,11/19/2014,W,21856,Wednesday,WD
3,11/20/2014,W,19233,Thursday,WD
4,11/20/2014,W,21417,Thursday,WD
3,11/21/2014,W,20157,Friday,WD
4,11/21/2014,W,22140,Friday,WD
3,11/22/2014,A,12070,Saturday,WE
4,11/22/2014,A,14197,Saturday,WE
3,11/23/2014,U,8564,Sunday,WE
4,11/23/2014,U,9823,Sunday,WE
3,11/24/2014,W,18838,Monday,WD
4,11/24/2014,W,20219,Monday,WD
3,11/25/2014,W,19445,Tuesday,WD
4,11/25/2014,W,20515,Tuesday,WD
3,11/26/2014,W,16546,Wednesday,WD
4,11/26/2014,W,18256,Wednesday,WD
3,11/27/2014,U,7363,Thursday,WE
4,11/27/2014,U,8373,Thursday,WE
3,11/28/2014,W,13001,Friday,WD
4,11/28/2014,W,13547,Friday,WD
3,11/29/2014,A,11706,Saturday,WE
4,11/29/2014,A,13004,Saturday,WE
3,11/30/2014,U,8142,Sunday,WE
4,11/30/2014,U,9816,Sunday,WE
4,12/01/2014,W,23133,Monday,WD
3,12/01/2014,W,21111,Monday,WD
3,12/02/2014,W,20841,Tuesday,WD
4,12/02/2014,W,22171,Tuesday,WD
3,12/03/2014,W,22766,Wednesday,WD
4,12/03/2014,W,23908,Wednesday,WD
4,12/04/2014,W,23074,Thursday,WD
3,12/04/2014,W,20509,Thursday,WD
3,12/05/2014,W,20547,Friday,WD
4,12/05/2014,W,23266,Friday,WD
3,12/06/2014,A,13005,Saturday,WE
4,12/06/2014,A,14813,Saturday,WE
3,12/07/2014,U,8496,Sunday,WE
4,12/07/2014,U,10449,Sunday,WE
3,12/08/2014,W,18636,Monday,WD
4,12/08/2014,W,21803,Monday,WD
4,12/09/2014,W,22870,Tuesday,WD
3,12/09/2014,W,20378,Tuesday,WD
3,12/10/2014,W,20113,Wednesday,WD
4,12/10/2014,W,22415,Wednesday,WD
3,12/11/2014,W,20734,Thursday,WD
4,12/11/2014,W,22849,Thursday,WD
4,12/12/2014,W,23148,Friday,WD
3,12/12/2014,W,20835,Friday,WD
4,12/13/2014,A,15079,Saturday,WE
3,12/13/2014,A,13942,Saturday,WE
4,12/14/2014,U,10806,Sunday,WE
3,12/14/2014,U,9486,Sunday,WE
3,12/15/2014,W,18430,Monday,WD
4,12/15/2014,W,21755,Monday,WD
3,12/16/2014,W,19794,Tuesday,WD
4,12/16/2014,W,21557,Tuesday,WD
3,12/17/2014,W,20212,Wednesday,WD
4,12/17/2014,W,21229,Wednesday,WD
3,12/18/2014,W,20134,Thursday,WD
4,12/18/2014,W,21071,Thursday,WD
4,12/19/2014,W,21160,Friday,WD
3,12/19/2014,W,19551,Friday,WD
3,12/20/2014,A,12296,Saturday,WE
4,12/20/2014,A,14152,Saturday,WE
3,12/21/2014,U,8360,Sunday,WE
4,12/21/2014,U,10482,Sunday,WE
4,12/22/2014,W,17546,Monday,WD
3,12/22/2014,W,15680,Monday,WD
3,12/23/2014,W,16069,Tuesday,WD
4,12/23/2014,W,18135,Tuesday,WD
3,12/24/2014,W,12609,Wednesday,WD
4,12/24/2014,W,15987,Wednesday,WD
3,12/25/2014,U,5916,Thursday,WE
4,12/25/2014,U,7301,Thursday,WE
3,12/26/2014,W,13661,Friday,WD
4,12/26/2014,W,15201,Friday,WD
4,12/27/2014,A,12443,Saturday,WE
3,12/27/2014,A,10395,Saturday,WE
4,12/28/2014,U,9434,Sunday,WE
3,12/28/2014,U,8359,Sunday,WE
4,12/29/2014,W,15984,Monday,WD
3,12/29/2014,W,13922,Monday,WD
4,12/30/2014,W,15480,Tuesday,WD
3,12/30/2014,W,14332,Tuesday,WD
3,12/31/2014,W,13924,Wednesday,WD
4,12/31/2014,W,15910,Wednesday,WD
4,01/01/2015,U,8212,Thursday,WE
3,01/01/2015,U,6870,Thursday,WE
4,01/02/2015,W,17483,Friday,WD
3,01/02/2015,W,14583,Friday,WD
3,01/03/2015,A,9911,Saturday,WE
4,01/03/2015,A,12006,Saturday,WE
4,01/04/2015,U,9015,Sunday,WE
3,01/04/2015,U,6698,Sunday,WE
3,01/05/2015,W,15663,Monday,WD
4,01/05/2015,W,18195,Monday,WD
4,01/06/2015,W,17676,Tuesday,WD
3,01/06/2015,W,16413,Tuesday,WD
4,01/07/2015,W,11832,Wednesday,WD
3,01/07/2015,W,10593,Wednesday,WD
3,01/08/2015,W,11585,Thursday,WD
4,01/08/2015,W,13341,Thursday,WD
4,01/09/2015,W,17064,Friday,WD
3,01/09/2015,W,14433,Friday,WD
4,01/10/2015,A,11171,Saturday,WE
3,01/10/2015,A,9527,Saturday,WE
3,01/11/2015,U,7106,Sunday,WE
4,01/11/2015,U,9272,Sunday,WE
4,01/12/2015,W,21033,Monday,WD
3,01/12/2015,W,18995,Monday,WD
3,01/13/2015,W,18481,Tuesday,WD
4,01/13/2015,W,20979,Tuesday,WD
3,01/14/2015,W,18833,Wednesday,WD
4,01/14/2015,W,22022,Wednesday,WD
4,01/15/2015,W,22084,Thursday,WD
3,01/15/2015,W,19591,Thursday,WD
4,01/16/2015,W,21994,Friday,WD
3,01/16/2015,W,20315,Friday,WD
3,01/17/2015,A,13912,Saturday,LW
4,01/17/2015,A,14638,Saturday,LW
3,01/18/2015,U,9194,Sunday,LW
4,01/18/2015,U,10238,Sunday,LW
4,01/19/2015,W,14227,Monday,LW
3,01/19/2015,W,12949,Monday,LW
4,01/20/2015,W,22383,Tuesday,WD
3,01/20/2015,W,19705,Tuesday,WD
4,01/21/2015,W,22489,Wednesday,WD
3,01/21/2015,W,19606,Wednesday,WD
3,01/22/2015,W,20043,Thursday,WD
4,01/22/2015,W,22316,Thursday,WD
3,01/23/2015,W,19740,Friday,WD
4,01/23/2015,W,22368,Friday,WD
4,01/24/2015,A,14063,Saturday,WE
3,01/24/2015,A,13659,Saturday,WE
4,01/25/2015,U,9196,Sunday,WE
3,01/25/2015,U,7479,Sunday,WE
4,01/26/2015,W,22447,Monday,WD
3,01/26/2015,W,20069,Monday,WD
3,01/27/2015,W,20074,Tuesday,WD
4,01/27/2015,W,22277,Tuesday,WD
4,01/28/2015,W,23013,Wednesday,WD
3,01/28/2015,W,20467,Wednesday,WD
4,01/29/2015,W,21979,Thursday,WD
3,01/29/2015,W,20327,Thursday,WD
3,01/30/2015,W,20621,Friday,WD
4,01/30/2015,W,25079,Friday,WD
4,01/31/2015,A,15825,Saturday,WE
3,01/31/2015,A,13743,Saturday,WE
4,02/01/2015,U,8028,Sunday,WE
3,02/01/2015,U,6195,Sunday,WE
4,02/02/2015,W,15147,Monday,WD
3,02/02/2015,W,12730,Monday,WD
3,02/03/2015,W,20795,Tuesday,WD
4,02/03/2015,W,23859,Tuesday,WD
3,02/04/2015,W,21341,Wednesday,WD
4,02/04/2015,W,23334,Wednesday,WD
4,02/05/2015,W,22893,Thursday,WD
3,02/05/2015,W,20659,Thursday,WD
4,02/06/2015,W,24380,Friday,WD
3,02/06/2015,W,21654,Friday,WD
3,02/07/2015,A,14497,Saturday,WE
4,02/07/2015,A,16016,Saturday,WE
4,02/08/2015,U,11152,Sunday,WE
3,02/08/2015,U,8666,Sunday,WE
3,02/09/2015,W,20206,Monday,WD
4,02/09/2015,W,23945,Monday,WD
3,02/10/2015,W,21604,Tuesday,WD
4,02/10/2015,W,23856,Tuesday,WD
3,02/11/2015,W,21847,Wednesday,WD
4,02/11/2015,W,23648,Wednesday,WD
4,02/12/2015,W,20927,Thursday,WD
3,02/12/2015,W,20021,Thursday,WD
3,02/13/2015,W,21106,Friday,WD
4,02/13/2015,W,22523,Friday,WD
3,02/14/2015,A,15218,Saturday,LW
4,02/14/2015,A,13153,Saturday,LW
3,02/15/2015,U,8999,Sunday,LW
4,02/15/2015,U,8824,Sunday,LW
4,02/16/2015,W,15920,Monday,LW
3,02/16/2015,W,15761,Monday,LW
4,02/17/2015,W,22820,Tuesday,WD
3,02/17/2015,W,21733,Tuesday,WD
4,02/18/2015,W,20004,Wednesday,WD
3,02/18/2015,W,18815,Wednesday,WD
3,02/19/2015,W,13995,Thursday,WD
4,02/19/2015,W,13726,Thursday,WD
4,02/20/2015,W,20655,Friday,WD
3,02/20/2015,W,19286,Friday,WD
3,02/21/2015,A,15603,Saturday,WE
4,02/21/2015,A,14943,Saturday,WE
3,02/22/2015,U,9511,Sunday,WE
4,02/22/2015,U,10157,Sunday,WE
4,02/23/2015,W,19743,Monday,WD
3,02/23/2015,W,18964,Monday,WD
4,02/24/2015,W,22643,Tuesday,WD
3,02/24/2015,W,19418,Tuesday,WD
4,02/25/2015,W,21827,Wednesday,WD
3,02/25/2015,W,19349,Wednesday,WD
4,02/26/2015,W,20329,Thursday,WD
3,02/26/2015,W,17847,Thursday,WD
4,02/27/2015,W,22129,Friday,WD
3,02/27/2015,W,20253,Friday,WD
4,02/28/2015,A,14388,Saturday,WE
3,02/28/2015,A,12986,Saturday,WE
3,03/01/2015,U,7935,Sunday,WE
4,03/01/2015,U,10157,Sunday,WE
3,03/02/2015,W,20124,Monday,WD
4,03/02/2015,W,21511,Monday,WD
4,03/03/2015,W,22772,Tuesday,WD
3,03/03/2015,W,20612,Tuesday,WD
4,03/04/2015,W,23665,Wednesday,WD
3,03/04/2015,W,20667,Wednesday,WD
4,03/05/2015,W,22915,Thursday,WD
3,03/05/2015,W,20674,Thursday,WD
3,03/06/2015,W,20858,Friday,WD
4,03/06/2015,W,23176,Friday,WD
3,03/07/2015,A,14502,Saturday,WE
4,03/07/2015,A,15656,Saturday,WE
3,03/08/2015,U,9150,Sunday,WE
4,03/08/2015,U,10824,Sunday,WE
3,03/09/2015,W,21354,Monday,WD
4,03/09/2015,W,23175,Monday,WD
3,03/10/2015,W,21987,Tuesday,WD
4,03/10/2015,W,23697,Tuesday,WD
4,03/11/2015,W,23481,Wednesday,WD
3,03/11/2015,W,22122,Wednesday,WD
4,03/12/2015,W,23042,Thursday,WD
3,03/12/2015,W,22855,Thursday,WD
4,03/13/2015,W,24039,Friday,WD
3,03/13/2015,W,22075,Friday,WD
3,03/14/2015,A,14869,Saturday,WE
4,03/14/2015,A,14935,Saturday,WE
4,03/15/2015,U,11433,Sunday,WE
3,03/15/2015,U,10208,Sunday,WE
4,03/16/2015,W,23396,Monday,WD
3,03/16/2015,W,21759,Monday,WD
4,03/17/2015,W,22571,Tuesday,WD
3,03/17/2015,W,20765,Tuesday,WD
3,03/18/2015,W,20741,Wednesday,WD
4,03/18/2015,W,22639,Wednesday,WD
3,03/19/2015,W,20843,Thursday,WD
4,03/19/2015,W,22515,Thursday,WD
3,03/20/2015,W,20472,Friday,WD
4,03/20/2015,W,22876,Friday,WD
4,03/21/2015,A,14807,Saturday,WE
3,03/21/2015,A,14134,Saturday,WE
3,03/22/2015,U,9460,Sunday,WE
4,03/22/2015,U,10240,Sunday,WE
4,03/23/2015,W,19535,Monday,WD
3,03/23/2015,W,19147,Monday,WD
3,03/24/2015,W,20723,Tuesday,WD
4,03/24/2015,W,21706,Tuesday,WD
4,03/25/2015,W,22564,Wednesday,WD
3,03/25/2015,W,20657,Wednesday,WD
3,03/26/2015,W,21050,Thursday,WD
4,03/26/2015,W,22595,Thursday,WD
3,03/27/2015,W,21314,Friday,WD
4,03/27/2015,W,21527,Friday,WD
4,03/28/2015,A,13735,Saturday,WE
3,03/28/2015,A,14550,Saturday,WE
4,03/29/2015,U,9569,Sunday,WE
3,03/29/2015,U,7833,Sunday,WE
3,03/30/2015,W,20539,Monday,WD
4,03/30/2015,W,22489,Monday,WD
3,03/31/2015,W,20343,Tuesday,WD
4,03/31/2015,W,22806,Tuesday,WD
4,04/01/2015,W,24626,Wednesday,WD
3,04/01/2015,W,21885,Wednesday,WD
4,04/02/2015,W,22030,Thursday,WD
3,04/02/2015,W,20608,Thursday,WD
4,04/03/2015,W,22031,Friday,WD
3,04/03/2015,W,20286,Friday,WD
4,04/04/2015,A,15976,Saturday,WE
3,04/04/2015,A,15416,Saturday,WE
4,04/05/2015,U,10923,Sunday,WE
3,04/05/2015,U,9729,Sunday,WE
3,04/06/2015,W,18054,Monday,WD
4,04/06/2015,W,19757,Monday,WD
4,04/07/2015,W,20543,Tuesday,WD
3,04/07/2015,W,17811,Tuesday,WD
3,04/08/2015,W,17889,Wednesday,WD
4,04/08/2015,W,19519,Wednesday,WD
4,04/09/2015,W,18041,Thursday,WD
3,04/09/2015,W,16371,Thursday,WD
3,04/10/2015,W,18482,Friday,WD
4,04/10/2015,W,19900,Friday,WD
4,04/11/2015,A,15522,Saturday,WE
3,04/11/2015,A,13530,Saturday,WE
3,04/12/2015,U,9451,Sunday,WE
4,04/12/2015,U,11174,Sunday,WE
3,04/13/2015,W,20250,Monday,WD
4,04/13/2015,W,22866,Monday,WD
4,04/14/2015,W,23084,Tuesday,WD
3,04/14/2015,W,22030,Tuesday,WD
4,04/15/2015,W,21723,Wednesday,WD
3,04/15/2015,W,20598,Wednesday,WD
3,04/16/2015,W,20881,Thursday,WD
4,04/16/2015,W,21301,Thursday,WD
4,04/17/2015,W,23856,Friday,WD
3,04/17/2015,W,21535,Friday,WD
3,04/18/2015,A,15087,Saturday,WE
4,04/18/2015,A,15243,Saturday,WE
3,04/19/2015,U,8386,Sunday,WE
4,04/19/2015,U,10348,Sunday,WE
3,04/20/2015,W,19971,Monday,WD
4,04/20/2015,W,22114,Monday,WD
3,04/21/2015,W,20742,Tuesday,WD
4,04/21/2015,W,22536,Tuesday,WD
3,04/22/2015,W,20772,Wednesday,WD
4,04/22/2015,W,22579,Wednesday,WD
4,04/23/2015,W,22113,Thursday,WD
3,04/23/2015,W,21131,Thursday,WD
4,04/24/2015,W,23129,Friday,WD
3,04/24/2015,W,21350,Friday,WD
4,04/25/2015,A,12420,Saturday,WE
3,04/25/2015,A,13384,Saturday,WE
3,04/26/2015,U,10689,Sunday,WE
4,04/26/2015,U,11290,Sunday,WE
3,04/27/2015,W,20050,Monday,WD
4,04/27/2015,W,22405,Monday,WD
4,04/28/2015,W,22907,Tuesday,WD
3,04/28/2015,W,20906,Tuesday,WD
3,04/29/2015,W,20018,Wednesday,WD
4,04/29/2015,W,22170,Wednesday,WD
3,04/30/2015,W,19153,Thursday,WD
4,04/30/2015,W,20212,Thursday,WD
3,05/01/2015,W,21195,Friday,WD
4,05/01/2015,W,24464,Friday,WD
3,05/02/2015,A,15741,Saturday,WE
4,05/02/2015,A,17030,Saturday,WE
3,05/03/2015,U,9872,Sunday,WE
4,05/03/2015,U,11866,Sunday,WE
3,05/04/2015,W,20971,Monday,WD
4,05/04/2015,W,23495,Monday,WD
4,05/05/2015,W,21698,Tuesday,WD
3,05/05/2015,W,20620,Tuesday,WD
4,05/06/2015,W,22340,Wednesday,WD
3,05/06/2015,W,21850,Wednesday,WD
3,05/07/2015,W,22091,Thursday,WD
4,05/07/2015,W,22187,Thursday,WD
4,05/08/2015,W,23023,Friday,WD
3,05/08/2015,W,20327,Friday,WD
4,05/09/2015,A,15491,Saturday,WE
3,05/09/2015,A,14137,Saturday,WE
4,05/10/2015,U,10558,Sunday,WE
3,05/10/2015,U,8651,Sunday,WE
4,05/11/2015,W,20995,Monday,WD
3,05/11/2015,W,19352,Monday,WD
3,05/12/2015,W,20231,Tuesday,WD
4,05/12/2015,W,21308,Tuesday,WD
3,05/13/2015,W,21019,Wednesday,WD
4,05/13/2015,W,22856,Wednesday,WD
4,05/14/2015,W,21743,Thursday,WD
3,05/14/2015,W,20917,Thursday,WD
3,05/15/2015,W,20958,Friday,WD
4,05/15/2015,W,23331,Friday,WD
3,05/16/2015,A,13742,Saturday,WE
4,05/16/2015,A,14312,Saturday,WE
4,05/17/2015,U,11369,Sunday,WE
3,05/17/2015,U,9457,Sunday,WE
3,05/18/2015,W,20915,Monday,WD
4,05/18/2015,W,22265,Monday,WD
3,05/19/2015,W,20586,Tuesday,WD
4,05/19/2015,W,21429,Tuesday,WD
3,05/20/2015,W,20199,Wednesday,WD
4,05/20/2015,W,21573,Wednesday,WD
4,05/21/2015,W,22078,Thursday,WD
3,05/21/2015,W,20047,Thursday,WD
3,05/22/2015,W,20685,Friday,WD
4,05/22/2015,W,23524,Friday,WD
3,05/23/2015,A,14410,Saturday,LW
4,05/23/2015,A,15311,Saturday,LW
3,05/24/2015,U,9453,Sunday,LW
4,05/24/2015,U,10498,Sunday,LW
3,05/25/2015,U,8666,Monday,LW
4,05/25/2015,U,10410,Monday,LW
4,05/26/2015,W,21762,Tuesday,WD
3,05/26/2015,W,17982,Tuesday,WD
4,05/27/2015,W,22219,Wednesday,WD
3,05/27/2015,W,19114,Wednesday,WD
4,05/28/2015,W,22131,Thursday,WD
3,05/28/2015,W,20897,Thursday,WD
4,05/29/2015,W,21874,Friday,WD
3,05/29/2015,W,19215,Friday,WD
3,05/30/2015,A,10838,Saturday,WE
4,05/30/2015,A,13073,Saturday,WE
4,05/31/2015,U,10720,Sunday,WE
3,05/31/2015,U,8724,Sunday,WE
4,06/01/2015,W,24438,Monday,WD
3,06/01/2015,W,21375,Monday,WD
3,06/02/2015,W,19922,Tuesday,WD
4,06/02/2015,W,22901,Tuesday,WD
4,06/03/2015,W,24150,Wednesday,WD
3,06/03/2015,W,21114,Wednesday,WD
4,06/04/2015,W,23644,Thursday,WD
3,06/04/2015,W,20372,Thursday,WD
3,06/05/2015,W,19612,Friday,WD
4,06/05/2015,W,23123,Friday,WD
4,06/06/2015,A,15643,Saturday,WE
3,06/06/2015,A,14328,Saturday,WE
3,06/07/2015,U,8519,Sunday,WE
4,06/07/2015,U,10256,Sunday,WE
4,06/08/2015,W,21784,Monday,WD
3,06/08/2015,W,19594,Monday,WD
4,06/09/2015,W,23091,Tuesday,WD
3,06/09/2015,W,20957,Tuesday,WD
4,06/10/2015,W,21996,Wednesday,WD
3,06/10/2015,W,20102,Wednesday,WD
4,06/11/2015,W,21865,Thursday,WD
3,06/11/2015,W,19610,Thursday,WD
3,06/12/2015,W,17649,Friday,WD
4,06/12/2015,W,21181,Friday,WD
3,06/13/2015,A,14558,Saturday,WE
4,06/13/2015,A,15640,Saturday,WE
3,06/14/2015,U,9316,Sunday,WE
4,06/14/2015,U,11553,Sunday,WE
3,06/15/2015,W,17630,Monday,WD
4,06/15/2015,W,20169,Monday,WD
4,06/16/2015,W,22082,Tuesday,WD
3,06/16/2015,W,19821,Tuesday,WD
4,06/17/2015,W,20596,Wednesday,WD
3,06/17/2015,W,18711,Wednesday,WD
4,06/18/2015,W,19564,Thursday,WD
3,06/18/2015,W,17188,Thursday,WD
4,06/19/2015,W,21623,Friday,WD
3,06/19/2015,W,19209,Friday,WD
3,06/20/2015,A,13838,Saturday,WE
4,06/20/2015,A,14798,Saturday,WE
3,06/21/2015,U,10505,Sunday,WE
4,06/21/2015,U,11390,Sunday,WE
3,06/22/2015,W,15856,Monday,WD
4,06/22/2015,W,18547,Monday,WD
4,06/23/2015,W,20300,Tuesday,WD
3,06/23/2015,W,18461,Tuesday,WD
4,06/24/2015,W,19908,Wednesday,WD
3,06/24/2015,W,17750,Wednesday,WD
3,06/25/2015,W,17965,Thursday,WD
4,06/25/2015,W,19301,Thursday,WD
4,06/26/2015,W,19136,Friday,WD
3,06/26/2015,W,16978,Friday,WD
3,06/27/2015,A,13523,Saturday,WE
4,06/27/2015,A,15187,Saturday,WE
3,06/28/2015,U,10316,Sunday,WE
4,06/28/2015,U,11058,Sunday,WE
4,06/29/2015,W,19382,Monday,WD
3,06/29/2015,W,17299,Monday,WD
4,06/30/2015,W,19953,Tuesday,WD
3,06/30/2015,W,18121,Tuesday,WD
4,07/01/2015,W,23045,Wednesday,WD
3,07/01/2015,W,18577,Wednesday,WD
3,07/02/2015,W,18878,Thursday,WD
4,07/02/2015,W,20625,Thursday,WD
4,07/03/2015,U,15740,Friday,LW
3,07/03/2015,U,13720,Friday,LW
4,07/04/2015,A,13124,Saturday,LW
3,07/04/2015,A,13547,Saturday,LW
4,07/05/2015,U,10945,Sunday,LW
3,07/05/2015,U,9348,Sunday,LW
4,07/06/2015,W,18717,Monday,WD
3,07/06/2015,W,16899,Monday,WD
3,07/07/2015,W,17961,Tuesday,WD
4,07/07/2015,W,19120,Tuesday,WD
4,07/08/2015,W,19971,Wednesday,WD
3,07/08/2015,W,17770,Wednesday,WD
3,07/09/2015,W,19194,Thursday,WD
4,07/09/2015,W,20732,Thursday,WD
3,07/10/2015,W,20797,Friday,WD
4,07/10/2015,W,20703,Friday,WD
4,07/11/2015,A,15245,Saturday,WE
3,07/11/2015,A,15371,Saturday,WE
3,07/12/2015,U,11759,Sunday,WE
4,07/12/2015,U,13936,Sunday,WE
3,07/13/2015,W,17214,Monday,WD
4,07/13/2015,W,19373,Monday,WD
4,07/14/2015,W,19776,Tuesday,WD
3,07/14/2015,W,18733,Tuesday,WD
3,07/15/2015,W,18810,Wednesday,WD
4,07/15/2015,W,20515,Wednesday,WD
3,07/16/2015,W,17665,Thursday,WD
4,07/16/2015,W,18516,Thursday,WD
4,07/17/2015,W,19582,Friday,WD
3,07/17/2015,W,18579,Friday,WD
4,07/18/2015,A,12604,Saturday,WE
3,07/18/2015,A,13564,Saturday,WE
3,07/19/2015,U,9458,Sunday,WE
4,07/19/2015,U,10683,Sunday,WE
3,07/20/2015,W,17668,Monday,WD
4,07/20/2015,W,20336,Monday,WD
4,07/21/2015,W,20224,Tuesday,WD
3,07/21/2015,W,18992,Tuesday,WD
3,07/22/2015,W,19623,Wednesday,WD
4,07/22/2015,W,20134,Wednesday,WD
4,07/23/2015,W,19518,Thursday,WD
3,07/23/2015,W,19695,Thursday,WD
3,07/24/2015,W,19387,Friday,WD
4,07/24/2015,W,18894,Friday,WD
3,07/25/2015,A,13298,Saturday,WE
4,07/25/2015,A,14288,Saturday,WE
3,07/26/2015,U,9394,Sunday,WE
4,07/26/2015,U,10767,Sunday,WE
4,07/27/2015,W,20092,Monday,WD
3,07/27/2015,W,18432,Monday,WD
4,07/28/2015,W,19667,Tuesday,WD
3,07/28/2015,W,18676,Tuesday,WD
3,07/29/2015,W,17172,Wednesday,WD
4,07/29/2015,W,18588,Wednesday,WD
4,07/30/2015,W,19364,Thursday,WD
3,07/30/2015,W,18032,Thursday,WD
3,07/31/2015,W,17544,Friday,WD
4,07/31/2015,W,20140,Friday,WD
3,08/01/2015,A,13353,Saturday,WE
4,08/01/2015,A,14705,Saturday,WE
3,08/02/2015,U,8838,Sunday,WE
4,08/02/2015,U,10755,Sunday,WE
3,08/03/2015,W,18353,Monday,WD
4,08/03/2015,W,21853,Monday,WD
3,08/04/2015,W,18534,Tuesday,WD
4,08/04/2015,W,20108,Tuesday,WD
4,08/05/2015,W,20800,Wednesday,WD
3,08/05/2015,W,18723,Wednesday,WD
3,08/06/2015,W,17574,Thursday,WD
4,08/06/2015,W,19930,Thursday,WD
4,08/07/2015,W,20790,Friday,WD
3,08/07/2015,W,19086,Friday,WD
3,08/08/2015,A,12059,Saturday,WE
4,08/08/2015,A,15629,Saturday,WE
