route,date,daytype,rides,day,WD_WE_LW
3,08/09/2015,U,8957,Sunday,WE
4,08/09/2015,U,10953,Sunday,WE
4,08/10/2015,W,18918,Monday,WD
3,08/10/2015,W,17005,Monday,WD
4,08/11/2015,W,19588,Tuesday,WD
3,08/11/2015,W,18044,Tuesday,WD
3,08/12/2015,W,18847,Wednesday,WD
4,08/12/2015,W,19803,Wednesday,WD
3,08/13/2015,W,19393,Thursday,WD
4,08/13/2015,W,19700,Thursday,WD
3,08/14/2015,W,18536,Friday,WD
4,08/14/2015,W,19111,Friday,WD
3,08/15/2015,A,14612,Saturday,WE
4,08/15/2015,A,14155,Saturday,WE
3,08/16/2015,U,10904,Sunday,WE
4,08/16/2015,U,11105,Sunday,WE
4,08/17/2015,W,19114,Monday,WD
3,08/17/2015,W,17021,Monday,WD
3,08/18/2015,W,17045,Tuesday,WD
4,08/18/2015,W,17973,Tuesday,WD
4,08/19/2015,W,19578,Wednesday,WD
3,08/19/2015,W,17862,Wednesday,WD
4,08/20/2015,W,19216,Thursday,WD
3,08/20/2015,W,18696,Thursday,WD
3,08/21/2015,W,18148,Friday,WD
4,08/21/2015,W,19986,Friday,WD
4,08/22/2015,A,14620,Saturday,WE
3,08/22/2015,A,14395,Saturday,WE
3,08/23/2015,U,9519,Sunday,WE
4,08/23/2015,U,10542,Sunday,WE
3,08/24/2015,W,17774,Monday,WD
4,08/24/2015,W,19723,Monday,WD
4,08/25/2015,W,19249,Tuesday,WD
3,08/25/2015,W,18614,Tuesday,WD
3,08/26/2015,W,18338,Wednesday,WD
4,08/26/2015,W,20319,Wednesday,WD
3,08/27/2015,W,19179,Thursday,WD
4,08/27/2015,W,20043,Thursday,WD
3,08/28/2015,W,18922,Friday,WD
4,08/28/2015,W,20581,Friday,WD
4,08/29/2015,A,12936,Saturday,WE
3,08/29/2015,A,12156,Saturday,WE
3,08/30/2015,U,9287,Sunday,WE
4,08/30/2015,U,10914,Sunday,WE
3,08/31/2015,W,17455,Monday,WD
4,08/31/2015,W,20150,Monday,WD
3,09/01/2015,W,19764,Tuesday,WD
4,09/01/2015,W,22261,Tuesday,WD
3,09/02/2015,W,19367,Wednesday,WD
4,09/02/2015,W,21378,Wednesday,WD
4,09/03/2015,W,22600,Thursday,WD
3,09/03/2015,W,19982,Thursday,WD
4,09/04/2015,W,22898,Friday,WD
3,09/04/2015,W,19491,Friday,WD
3,09/05/2015,A,13920,Saturday,LW
4,09/05/2015,A,15846,Saturday,LW
3,09/06/2015,U,11679,Sunday,LW
4,09/06/2015,U,12422,Sunday,LW
4,09/07/2015,U,11373,Monday,LW
3,09/07/2015,U,9915,Monday,LW
4,09/08/2015,W,20889,Tuesday,WD
3,09/08/2015,W,19415,Tuesday,WD
3,09/09/2015,W,21403,Wednesday,WD
4,09/09/2015,W,23551,Wednesday,WD
4,09/10/2015,W,22178,Thursday,WD
3,09/10/2015,W,20538,Thursday,WD
4,09/11/2015,W,22326,Friday,WD
3,09/11/2015,W,20604,Friday,WD
3,09/12/2015,A,13268,Saturday,WE
4,09/12/2015,A,13548,Saturday,WE
4,09/13/2015,U,11474,Sunday,WE
3,09/13/2015,U,10106,Sunday,WE
3,09/14/2015,W,20671,Monday,WD
4,09/14/2015,W,22488,Monday,WD
4,09/15/2015,W,22944,Tuesday,WD
3,09/15/2015,W,21426,Tuesday,WD
3,09/16/2015,W,22052,Wednesday,WD
4,09/16/2015,W,22391,Wednesday,WD
3,09/17/2015,W,19346,Thursday,WD
4,09/17/2015,W,20761,Thursday,WD
3,09/18/2015,W,19409,Friday,WD
4,09/18/2015,W,20106,Friday,WD
4,09/19/2015,A,14407,Saturday,WE
3,09/19/2015,A,12674,Saturday,WE
4,09/20/2015,U,11271,Sunday,WE
3,09/20/2015,U,10051,Sunday,WE
4,09/21/2015,W,22443,Monday,WD
3,09/21/2015,W,19940,Monday,WD
3,09/22/2015,W,20816,Tuesday,WD
4,09/22/2015,W,22708,Tuesday,WD
3,09/23/2015,W,20971,Wednesday,WD
4,09/23/2015,W,22301,Wednesday,WD
3,09/24/2015,W,20886,Thursday,WD
4,09/24/2015,W,22494,Thursday,WD
3,09/25/2015,W,19761,Friday,WD
4,09/25/2015,W,23018,Friday,WD
3,09/26/2015,A,14312,Saturday,WE
4,09/26/2015,A,14955,Saturday,WE
3,09/27/2015,U,9896,Sunday,WE
4,09/27/2015,U,11339,Sunday,WE
3,09/28/2015,W,20762,Monday,WD
4,09/28/2015,W,21714,Monday,WD
3,09/29/2015,W,19965,Tuesday,WD
4,09/29/2015,W,21215,Tuesday,WD
3,09/30/2015,W,21188,Wednesday,WD
4,09/30/2015,W,22750,Wednesday,WD
3,10/01/2015,W,22052,Thursday,WD
4,10/01/2015,W,24607,Thursday,WD
3,10/02/2015,W,21017,Friday,WD
4,10/02/2015,W,23985,Friday,WD
4,10/03/2015,A,15209,Saturday,WE
3,10/03/2015,A,13521,Saturday,WE
3,10/04/2015,U,9742,Sunday,WE
4,10/04/2015,U,11314,Sunday,WE
4,10/05/2015,W,22768,Monday,WD
3,10/05/2015,W,19932,Monday,WD
4,10/06/2015,W,23225,Tuesday,WD
3,10/06/2015,W,21233,Tuesday,WD
4,10/07/2015,W,23167,Wednesday,WD
3,10/07/2015,W,21219,Wednesday,WD
3,10/08/2015,W,21133,Thursday,WD
4,10/08/2015,W,22032,Thursday,WD
4,10/09/2015,W,20691,Friday,WD
3,10/09/2015,W,22045,Friday,WD
4,10/10/2015,A,14159,Saturday,LW
3,10/10/2015,A,16017,Saturday,LW
4,10/11/2015,U,9860,Sunday,LW
3,10/11/2015,U,8441,Sunday,LW
4,10/12/2015,W,16842,Monday,LW
3,10/12/2015,W,15713,Monday,LW
3,10/13/2015,W,19781,Tuesday,WD
4,10/13/2015,W,22439,Tuesday,WD
3,10/14/2015,W,20225,Wednesday,WD
4,10/14/2015,W,21683,Wednesday,WD
4,10/15/2015,W,22068,Thursday,WD
3,10/15/2015,W,19782,Thursday,WD
4,10/16/2015,W,22701,Friday,WD
3,10/16/2015,W,21087,Friday,WD
3,10/17/2015,A,14808,Saturday,WE
4,10/17/2015,A,14914,Saturday,WE
3,10/18/2015,U,10517,Sunday,WE
4,10/18/2015,U,10815,Sunday,WE
4,10/19/2015,W,21765,Monday,WD
3,10/19/2015,W,21325,Monday,WD
3,10/20/2015,W,21388,Tuesday,WD
4,10/20/2015,W,22401,Tuesday,WD
4,10/21/2015,W,21655,Wednesday,WD
3,10/21/2015,W,20563,Wednesday,WD
3,10/22/2015,W,20115,Thursday,WD
4,10/22/2015,W,20891,Thursday,WD
4,10/23/2015,W,20942,Friday,WD
3,10/23/2015,W,20138,Friday,WD
4,10/24/2015,A,14367,Saturday,WE
3,10/24/2015,A,11873,Saturday,WE
3,10/25/2015,U,9467,Sunday,WE
4,10/25/2015,U,10746,Sunday,WE
3,10/26/2015,W,19836,Monday,WD
4,10/26/2015,W,22260,Monday,WD
3,10/27/2015,W,19257,Tuesday,WD
4,10/27/2015,W,21398,Tuesday,WD
3,10/28/2015,W,19828,Wednesday,WD
4,10/28/2015,W,21148,Wednesday,WD
3,10/29/2015,W,19440,Thursday,WD
4,10/29/2015,W,21337,Thursday,WD
4,10/30/2015,W,23568,Friday,WD
3,10/30/2015,W,20339,Friday,WD
4,10/31/2015,A,12007,Saturday,WE
3,10/31/2015,A,11283,Saturday,WE
3,11/01/2015,U,10186,Sunday,WE
4,11/01/2015,U,11712,Sunday,WE
3,11/02/2015,W,20713,Monday,WD
4,11/02/2015,W,23073,Monday,WD
3,11/03/2015,W,21723,Tuesday,WD
4,11/03/2015,W,23688,Tuesday,WD
4,11/04/2015,W,22992,Wednesday,WD
3,11/04/2015,W,20946,Wednesday,WD
4,11/05/2015,W,22723,Thursday,WD
3,11/05/2015,W,20460,Thursday,WD
4,11/06/2015,W,22258,Friday,WD
3,11/06/2015,W,20922,Friday,WD
4,11/07/2015,A,14317,Saturday,WE
3,11/07/2015,A,13867,Saturday,WE
4,11/08/2015,U,10795,Sunday,WE
3,11/08/2015,U,8805,Sunday,WE
3,11/09/2015,W,20810,Monday,WD
4,11/09/2015,W,22364,Monday,WD
3,11/10/2015,W,20778,Tuesday,WD
4,11/10/2015,W,22856,Tuesday,WD
3,11/11/2015,W,15944,Wednesday,WE
4,11/11/2015,W,17369,Wednesday,WE
3,11/12/2015,W,19247,Thursday,WD
4,11/12/2015,W,20247,Thursday,WD
4,11/13/2015,W,20477,Friday,WD
3,11/13/2015,W,18051,Friday,WD
4,11/14/2015,A,13595,Saturday,WE
3,11/14/2015,A,12800,Saturday,WE
4,11/15/2015,U,10587,Sunday,WE
3,11/15/2015,U,9158,Sunday,WE
4,11/16/2015,W,21988,Monday,WD
3,11/16/2015,W,19423,Monday,WD
3,11/17/2015,W,18206,Tuesday,WD
4,11/17/2015,W,20368,Tuesday,WD
3,11/18/2015,W,18962,Wednesday,WD
4,11/18/2015,W,20867,Wednesday,WD
4,11/19/2015,W,20191,Thursday,WD
3,11/19/2015,W,19739,Thursday,WD
4,11/20/2015,W,20860,Friday,WD
3,11/20/2015,W,18799,Friday,WD
4,11/21/2015,A,11548,Saturday,WE
3,11/21/2015,A,9834,Saturday,WE
3,11/22/2015,U,8397,Sunday,WE
4,11/22/2015,U,9293,Sunday,WE
3,11/23/2015,W,18318,Monday,WD
4,11/23/2015,W,20527,Monday,WD
4,11/24/2015,W,21406,Tuesday,WD
3,11/24/2015,W,19711,Tuesday,WD
4,11/25/2015,W,18504,Wednesday,WD
3,11/25/2015,W,15550,Wednesday,WD
3,11/26/2015,U,7218,Thursday,WE
4,11/26/2015,U,8537,Thursday,WE
4,11/27/2015,W,10800,Friday,WD
3,11/27/2015,W,10027,Friday,WD
3,11/28/2015,A,10773,Saturday,WE
4,11/28/2015,A,11733,Saturday,WE
3,11/29/2015,U,8426,Sunday,WE
4,11/29/2015,U,9909,Sunday,WE
3,11/30/2015,W,18561,Monday,WD
4,11/30/2015,W,20788,Monday,WD
3,12/01/2015,W,20784,Tuesday,WD
4,12/01/2015,W,23302,Tuesday,WD
3,12/02/2015,W,19416,Wednesday,WD
4,12/02/2015,W,21696,Wednesday,WD
3,12/03/2015,W,20268,Thursday,WD
4,12/03/2015,W,23149,Thursday,WD
3,12/04/2015,W,20490,Friday,WD
4,12/04/2015,W,22858,Friday,WD
3,12/05/2015,A,12955,Saturday,WE
4,12/05/2015,A,14379,Saturday,WE
4,12/06/2015,U,11283,Sunday,WE
3,12/06/2015,U,9046,Sunday,WE
4,12/07/2015,W,22373,Monday,WD
3,12/07/2015,W,18799,Monday,WD
3,12/08/2015,W,19052,Tuesday,WD
4,12/08/2015,W,21796,Tuesday,WD
4,12/09/2015,W,22177,Wednesday,WD
3,12/09/2015,W,19335,Wednesday,WD
3,12/10/2015,W,19823,Thursday,WD
4,12/10/2015,W,21815,Thursday,WD
3,12/11/2015,W,18753,Friday,WD
4,12/11/2015,W,22618,Friday,WD
3,12/12/2015,A,12442,Saturday,WE
4,12/12/2015,A,13808,Saturday,WE
4,12/13/2015,U,10631,Sunday,WE
3,12/13/2015,U,8308,Sunday,WE
3,12/14/2015,W,18390,Monday,WD
4,12/14/2015,W,21177,Monday,WD
3,12/15/2015,W,18548,Tuesday,WD
4,12/15/2015,W,21738,Tuesday,WD
4,12/16/2015,W,21432,Wednesday,WD
3,12/16/2015,W,19419,Wednesday,WD
4,12/17/2015,W,21459,Thursday,WD
3,12/17/2015,W,19158,Thursday,WD
4,12/18/2015,W,19828,Friday,WD
3,12/18/2015,W,18271,Friday,WD
3,12/19/2015,A,11948,Saturday,WE
4,12/19/2015,A,12893,Saturday,WE
4,12/20/2015,U,10078,Sunday,WE
3,12/20/2015,U,8531,Sunday,WE
4,12/21/2015,W,16870,Monday,WD
3,12/21/2015,W,14251,Monday,WD
3,12/22/2015,W,15266,Tuesday,WD
4,12/22/2015,W,17776,Tuesday,WD
4,12/23/2015,W,16642,Wednesday,WD
3,12/23/2015,W,14210,Wednesday,WD
3,12/24/2015,W,11584,Thursday,WD
4,12/24/2015,W,15962,Thursday,WD
3,12/25/2015,U,6053,Friday,LW
4,12/25/2015,U,7321,Friday,LW
3,12/26/2015,A,9922,Saturday,LW
4,12/26/2015,A,10639,Saturday,LW
3,12/27/2015,U,7607,Sunday,LW
4,12/27/2015,U,8802,Sunday,LW
3,12/28/2015,W,10369,Monday,WD
4,12/28/2015,W,12303,Monday,WD
4,12/29/2015,W,15461,Tuesday,WD
3,12/29/2015,W,13337,Tuesday,WD
4,12/30/2015,W,15519,Wednesday,WD
3,12/30/2015,W,13243,Wednesday,WD
4,12/31/2015,W,16329,Thursday,WD
3,12/31/2015,W,13310,Thursday,WD
4,01/01/2016,U,8688,Friday,LW
3,01/01/2016,U,7070,Friday,LW
3,01/02/2016,A,8705,Saturday,LW
4,01/02/2016,A,9580,Saturday,LW
4,01/03/2016,U,8908,Sunday,LW
3,01/03/2016,U,7122,Sunday,LW
3,01/04/2016,W,17497,Monday,WD
4,01/04/2016,W,20985,Monday,WD
3,01/05/2016,W,17262,Tuesday,WD
4,01/05/2016,W,20879,Tuesday,WD
4,01/06/2016,W,21239,Wednesday,WD
3,01/06/2016,W,18110,Wednesday,WD
4,01/07/2016,W,20452,Thursday,WD
3,01/07/2016,W,17991,Thursday,WD
3,01/08/2016,W,17980,Friday,WD
4,01/08/2016,W,21163,Friday,WD
3,01/09/2016,A,10685,Saturday,WE
4,01/09/2016,A,12437,Saturday,WE
4,01/10/2016,U,8128,Sunday,WE
3,01/10/2016,U,6222,Sunday,WE
3,01/11/2016,W,15238,Monday,WD
4,01/11/2016,W,17696,Monday,WD
4,01/12/2016,W,17463,Tuesday,WD
3,01/12/2016,W,15424,Tuesday,WD
3,01/13/2016,W,16507,Wednesday,WD
4,01/13/2016,W,18263,Wednesday,WD
4,01/14/2016,W,19899,Thursday,WD
3,01/14/2016,W,18059,Thursday,WD
3,01/15/2016,W,18361,Friday,WD
4,01/15/2016,W,21119,Friday,WD
3,01/16/2016,A,12204,Saturday,LW
4,01/16/2016,A,12668,Saturday,LW
4,01/17/2016,U,7111,Sunday,LW
3,01/17/2016,U,6449,Sunday,LW
3,01/18/2016,W,9439,Monday,LW
4,01/18/2016,W,9781,Monday,LW
3,01/19/2016,W,16674,Tuesday,WD
4,01/19/2016,W,19117,Tuesday,WD
4,01/20/2016,W,20191,Wednesday,WD
3,01/20/2016,W,17463,Wednesday,WD
3,01/21/2016,W,18382,Thursday,WD
4,01/21/2016,W,20333,Thursday,WD
3,01/22/2016,W,17804,Friday,WD
4,01/22/2016,W,20767,Friday,WD
4,01/23/2016,A,12713,Saturday,WE
3,01/23/2016,A,11369,Saturday,WE
3,01/24/2016,U,7518,Sunday,WE
4,01/24/2016,U,9270,Sunday,WE
4,01/25/2016,W,20393,Monday,WD
3,01/25/2016,W,18508,Monday,WD
3,01/26/2016,W,18237,Tuesday,WD
4,01/26/2016,W,20888,Tuesday,WD
4,01/27/2016,W,20947,Wednesday,WD
3,01/27/2016,W,18923,Wednesday,WD
4,01/28/2016,W,21012,Thursday,WD
3,01/28/2016,W,18574,Thursday,WD
3,01/29/2016,W,18653,Friday,WD
4,01/29/2016,W,21218,Friday,WD
3,01/30/2016,A,12016,Saturday,WE
4,01/30/2016,A,13572,Saturday,WE
4,01/31/2016,U,9739,Sunday,WE
3,01/31/2016,U,7964,Sunday,WE
4,02/01/2016,W,23635,Monday,WD
3,02/01/2016,W,20073,Monday,WD
3,02/02/2016,W,17915,Tuesday,WD
4,02/02/2016,W,19939,Tuesday,WD
4,02/03/2016,W,22900,Wednesday,WD
3,02/03/2016,W,20467,Wednesday,WD
4,02/04/2016,W,22318,Thursday,WD
3,02/04/2016,W,18921,Thursday,WD
3,02/05/2016,W,16582,Friday,WD
4,02/05/2016,W,19595,Friday,WD
4,02/06/2016,A,14332,Saturday,WE
3,02/06/2016,A,12325,Saturday,WE
4,02/07/2016,U,10317,Sunday,WE
3,02/07/2016,U,8206,Sunday,WE
4,02/08/2016,W,21102,Monday,WD
3,02/08/2016,W,18410,Monday,WD
4,02/09/2016,W,21308,Tuesday,WD
3,02/09/2016,W,18621,Tuesday,WD
3,02/10/2016,W,18310,Wednesday,WD
4,02/10/2016,W,20446,Wednesday,WD
3,02/11/2016,W,18222,Thursday,WD
4,02/11/2016,W,21128,Thursday,WD
4,02/12/2016,W,19438,Friday,WD
3,02/12/2016,W,18395,Friday,WD
4,02/13/2016,A,11526,Saturday,LW
3,02/13/2016,A,12930,Saturday,LW
4,02/14/2016,U,9091,Sunday,LW
3,02/14/2016,U,9422,Sunday,LW
3,02/15/2016,W,14690,Monday,LW
4,02/15/2016,W,13962,Monday,LW
3,02/16/2016,W,19797,Tuesday,WD
4,02/16/2016,W,21180,Tuesday,WD
3,02/17/2016,W,19347,Wednesday,WD
4,02/17/2016,W,21736,Wednesday,WD
3,02/18/2016,W,20365,Thursday,WD
4,02/18/2016,W,21762,Thursday,WD
3,02/19/2016,W,21425,Friday,WD
4,02/19/2016,W,22387,Friday,WD
3,02/20/2016,A,16514,Saturday,WE
4,02/20/2016,A,15474,Saturday,WE
4,02/21/2016,U,10022,Sunday,WE
3,02/21/2016,U,11238,Sunday,WE
4,02/22/2016,W,21244,Monday,WD
3,02/22/2016,W,18953,Monday,WD
4,02/23/2016,W,21356,Tuesday,WD
3,02/23/2016,W,19853,Tuesday,WD
3,02/24/2016,W,16340,Wednesday,WD
4,02/24/2016,W,18402,Wednesday,WD
4,02/25/2016,W,19915,Thursday,WD
3,02/25/2016,W,18209,Thursday,WD
4,02/26/2016,W,21456,Friday,WD
3,02/26/2016,W,18810,Friday,WD
4,02/27/2016,A,14509,Saturday,WE
3,02/27/2016,A,12643,Saturday,WE
3,02/28/2016,U,8653,Sunday,WE
4,02/28/2016,U,10323,Sunday,WE
3,02/29/2016,W,19204,Monday,WD
4,02/29/2016,W,20913,Monday,WD
3,03/01/2016,W,18233,Tuesday,WD
4,03/01/2016,W,21251,Tuesday,WD
3,03/02/2016,W,17998,Wednesday,WD
4,03/02/2016,W,21658,Wednesday,WD
3,03/03/2016,W,18905,Thursday,WD
4,03/03/2016,W,21740,Thursday,WD
3,03/04/2016,W,19087,Friday,WD
4,03/04/2016,W,22290,Friday,WD
3,03/05/2016,A,12541,Saturday,WE
4,03/05/2016,A,13442,Saturday,WE
4,03/06/2016,U,10620,Sunday,WE
3,03/06/2016,U,9351,Sunday,WE
4,03/07/2016,W,21406,Monday,WD
3,03/07/2016,W,19382,Monday,WD
4,03/08/2016,W,21793,Tuesday,WD
3,03/08/2016,W,19839,Tuesday,WD
3,03/09/2016,W,19231,Wednesday,WD
4,03/09/2016,W,21205,Wednesday,WD
3,03/10/2016,W,19104,Thursday,WD
4,03/10/2016,W,22306,Thursday,WD
3,03/11/2016,W,20091,Friday,WD
4,03/11/2016,W,22034,Friday,WD
4,03/12/2016,A,13941,Saturday,WE
3,03/12/2016,A,14180,Saturday,WE
4,03/13/2016,U,8917,Sunday,WE
3,03/13/2016,U,7926,Sunday,WE
3,03/14/2016,W,19577,Monday,WD
4,03/14/2016,W,21256,Monday,WD
4,03/15/2016,W,21609,Tuesday,WD
3,03/15/2016,W,19331,Tuesday,WD
3,03/16/2016,W,18830,Wednesday,WD
4,03/16/2016,W,20610,Wednesday,WD
3,03/17/2016,W,19741,Thursday,WD
4,03/17/2016,W,21378,Thursday,WD
3,03/18/2016,W,20221,Friday,WD
4,03/18/2016,W,21263,Friday,WD
3,03/19/2016,A,13566,Saturday,WE
4,03/19/2016,A,13443,Saturday,WE
4,03/20/2016,U,10092,Sunday,WE
3,03/20/2016,U,9731,Sunday,WE
3,03/21/2016,W,18581,Monday,WD
4,03/21/2016,W,20475,Monday,WD
3,03/22/2016,W,19055,Tuesday,WD
4,03/22/2016,W,21424,Tuesday,WD
4,03/23/2016,W,20216,Wednesday,WD
3,03/23/2016,W,18406,Wednesday,WD
3,03/24/2016,W,17488,Thursday,WD
4,03/24/2016,W,17527,Thursday,WD
3,03/25/2016,W,18125,Friday,WD
4,03/25/2016,W,18956,Friday,WD
3,03/26/2016,A,14191,Saturday,WE
4,03/26/2016,A,13802,Saturday,WE
4,03/27/2016,U,9324,Sunday,WE
3,03/27/2016,U,8536,Sunday,WE
4,03/28/2016,W,20324,Monday,WD
3,03/28/2016,W,17807,Monday,WD
4,03/29/2016,W,21599,Tuesday,WD
3,03/29/2016,W,19245,Tuesday,WD
3,03/30/2016,W,18575,Wednesday,WD
4,03/30/2016,W,20724,Wednesday,WD
3,03/31/2016,W,17803,Thursday,WD
4,03/31/2016,W,20190,Thursday,WD
3,04/01/2016,W,18729,Friday,WD
4,04/01/2016,W,22448,Friday,WD
4,04/02/2016,A,12705,Saturday,WE
3,04/02/2016,A,12269,Saturday,WE
3,04/03/2016,U,8725,Sunday,WE
4,04/03/2016,U,11062,Sunday,WE
3,04/04/2016,W,18304,Monday,WD
4,04/04/2016,W,21450,Monday,WD
4,04/05/2016,W,22041,Tuesday,WD
3,04/05/2016,W,19302,Tuesday,WD
4,04/06/2016,W,19782,Wednesday,WD
3,04/06/2016,W,18264,Wednesday,WD
4,04/07/2016,W,20998,Thursday,WD
3,04/07/2016,W,18677,Thursday,WD
4,04/08/2016,W,19170,Friday,WD
3,04/08/2016,W,17401,Friday,WD
3,04/09/2016,A,13514,Saturday,WE
4,04/09/2016,A,13443,Saturday,WE
3,04/10/2016,U,8278,Sunday,WE
4,04/10/2016,U,9358,Sunday,WE
4,04/11/2016,W,21798,Monday,WD
3,04/11/2016,W,18361,Monday,WD
4,04/12/2016,W,21740,Tuesday,WD
3,04/12/2016,W,19318,Tuesday,WD
4,04/13/2016,W,20597,Wednesday,WD
3,04/13/2016,W,18530,Wednesday,WD
4,04/14/2016,W,20242,Thursday,WD
3,04/14/2016,W,17425,Thursday,WD
3,04/15/2016,W,19694,Friday,WD
4,04/15/2016,W,22504,Friday,WD
3,04/16/2016,A,13848,Saturday,WE
4,04/16/2016,A,14548,Saturday,WE
4,04/17/2016,U,10829,Sunday,WE
3,04/17/2016,U,9658,Sunday,WE
3,04/18/2016,W,17497,Monday,WD
4,04/18/2016,W,19234,Monday,WD
3,04/19/2016,W,16984,Tuesday,WD
4,04/19/2016,W,18588,Tuesday,WD
4,04/20/2016,W,18421,Wednesday,WD
3,04/20/2016,W,16947,Wednesday,WD
3,04/21/2016,W,16889,Thursday,WD
4,04/21/2016,W,18265,Thursday,WD
4,04/22/2016,W,17830,Friday,WD
3,04/22/2016,W,16405,Friday,WD
3,04/23/2016,A,12563,Saturday,WE
4,04/23/2016,A,13308,Saturday,WE
3,04/24/2016,U,8751,Sunday,WE
4,04/24/2016,U,10516,Sunday,WE
4,04/25/2016,W,20945,Monday,WD
3,04/25/2016,W,18471,Monday,WD
3,04/26/2016,W,18073,Tuesday,WD
4,04/26/2016,W,20165,Tuesday,WD
4,04/27/2016,W,20237,Wednesday,WD
3,04/27/2016,W,18489,Wednesday,WD
4,04/28/2016,W,19034,Thursday,WD
3,04/28/2016,W,16887,Thursday,WD
3,04/29/2016,W,19169,Friday,WD
4,04/29/2016,W,21942,Friday,WD
4,04/30/2016,A,12888,Saturday,WE
3,04/30/2016,A,11058,Saturday,WE
3,05/01/2016,U,8075,Sunday,WE
4,05/01/2016,U,10095,Sunday,WE
3,05/02/2016,W,18834,Monday,WD
4,05/02/2016,W,21708,Monday,WD
3,05/03/2016,W,19001,Tuesday,WD
4,05/03/2016,W,22357,Tuesday,WD
4,05/04/2016,W,21732,Wednesday,WD
3,05/04/2016,W,18866,Wednesday,WD
3,05/05/2016,W,19783,Thursday,WD
4,05/05/2016,W,22535,Thursday,WD
3,05/06/2016,W,20508,Friday,WD
4,05/06/2016,W,21769,Friday,WD
3,05/07/2016,A,12818,Saturday,WE
4,05/07/2016,A,14047,Saturday,WE
4,05/08/2016,U,10236,Sunday,WE
3,05/08/2016,U,9290,Sunday,WE
4,05/09/2016,W,19891,Monday,WD
3,05/09/2016,W,17320,Monday,WD
3,05/10/2016,W,18253,Tuesday,WD
4,05/10/2016,W,20068,Tuesday,WD
4,05/11/2016,W,21456,Wednesday,WD
3,05/11/2016,W,18828,Wednesday,WD
3,05/12/2016,W,18665,Thursday,WD
4,05/12/2016,W,21190,Thursday,WD
3,05/13/2016,W,19465,Friday,WD
4,05/13/2016,W,22066,Friday,WD
3,05/14/2016,A,11866,Saturday,WE
4,05/14/2016,A,12962,Saturday,WE
3,05/15/2016,U,8437,Sunday,WE
4,05/15/2016,U,10005,Sunday,WE
3,05/16/2016,W,18097,Monday,WD
4,05/16/2016,W,20818,Monday,WD
3,05/17/2016,W,17778,Tuesday,WD
4,05/17/2016,W,20549,Tuesday,WD
4,05/18/2016,W,20435,Wednesday,WD
3,05/18/2016,W,18435,Wednesday,WD
3,05/19/2016,W,19048,Thursday,WD
4,05/19/2016,W,20812,Thursday,WD
4,05/20/2016,W,20259,Friday,WD
3,05/20/2016,W,18374,Friday,WD
3,05/21/2016,A,12652,Saturday,WE
4,05/21/2016,A,13848,Saturday,WE
4,05/22/2016,U,10353,Sunday,WE
3,05/22/2016,U,9171,Sunday,WE
4,05/23/2016,W,20668,Monday,WD
3,05/23/2016,W,17856,Monday,WD
3,05/24/2016,W,18850,Tuesday,WD
4,05/24/2016,W,20588,Tuesday,WD
3,05/25/2016,W,17559,Wednesday,WD
4,05/25/2016,W,20625,Wednesday,WD
4,05/26/2016,W,20414,Thursday,WD
3,05/26/2016,W,19016,Thursday,WD
3,05/27/2016,W,17178,Friday,WD
4,05/27/2016,W,19570,Friday,WD
4,05/28/2016,A,13126,Saturday,LW
3,05/28/2016,A,12405,Saturday,LW
3,05/29/2016,U,9908,Sunday,LW
4,05/29/2016,U,10796,Sunday,LW
3,05/30/2016,U,8977,Monday,LW
4,05/30/2016,U,10205,Monday,LW
4,05/31/2016,W,19457,Tuesday,WD
3,05/31/2016,W,16956,Tuesday,WD
4,06/01/2016,W,21663,Wednesday,WD
3,06/01/2016,W,18710,Wednesday,WD
4,06/02/2016,W,21812,Thursday,WD
3,06/02/2016,W,19331,Thursday,WD
4,06/03/2016,W,22360,Friday,WD
3,06/03/2016,W,20077,Friday,WD
3,06/04/2016,A,12227,Saturday,WE
4,06/04/2016,A,13834,Saturday,WE
3,06/05/2016,U,9488,Sunday,WE
4,06/05/2016,U,11248,Sunday,WE
4,06/06/2016,W,21508,Monday,WD
3,06/06/2016,W,19214,Monday,WD
3,06/07/2016,W,18120,Tuesday,WD
4,06/07/2016,W,22141,Tuesday,WD
4,06/08/2016,W,21339,Wednesday,WD
3,06/08/2016,W,18869,Wednesday,WD
3,06/09/2016,W,17408,Thursday,WD
4,06/09/2016,W,20531,Thursday,WD
4,06/10/2016,W,21273,Friday,WD
3,06/10/2016,W,18712,Friday,WD
3,06/11/2016,A,12544,Saturday,WE
4,06/11/2016,A,13897,Saturday,WE
4,06/12/2016,U,10669,Sunday,WE
3,06/12/2016,U,9447,Sunday,WE
4,06/13/2016,W,20380,Monday,WD
3,06/13/2016,W,18012,Monday,WD
4,06/14/2016,W,19719,Tuesday,WD
3,06/14/2016,W,17624,Tuesday,WD
4,06/15/2016,W,20872,Wednesday,WD
3,06/15/2016,W,18478,Wednesday,WD
3,06/16/2016,W,18012,Thursday,WD
4,06/16/2016,W,20400,Thursday,WD
3,06/17/2016,W,18985,Friday,WD
4,06/17/2016,W,20061,Friday,WD
4,06/18/2016,A,13273,Saturday,WE
3,06/18/2016,A,13189,Saturday,WE
4,06/19/2016,U,11533,Sunday,WE
3,06/19/2016,U,9750,Sunday,WE
3,06/20/2016,W,16777,Monday,WD
4,06/20/2016,W,18667,Monday,WD
3,06/21/2016,W,18262,Tuesday,WD
